,authorJob,authorJobLocation,careerOpportunitiesRating,company,compensationAndBenefitsRating,cultureAndValuesRating,reviewDate,reviewDescription,reviewHeadline,seniorLeadershipRating,workLifeBalanceRating,language,tokens
11169,Auditeur qualité interne / externe,"Sochaux, A6",,PSA Peugeot Citroën,,,11 juin 2013,"Travail quotidien:,-Elaboration du planning de déplacement des auditeurs qualité dans les usines du groupe.,-Préparer, organiser et effectuer des audit chez les fournisseurs et assembleurs en France et à l'étranger.,-Rédaction et diffusion des rapports d'audit.,Effectuer les audit prestation véhicules en projet.,Les points positifs de ce poste sont:,-Autonomie dans la gestion des audits fournisseurs et assembleurs.,-Gestion de la relation client fournisseur afin d'obtenir un niveau et une pérénité de la qualité conforme au standard PSA",,,,fr,"[assembleur france, assembleurs.,-gestion relation, conforme standard, diffusion rapport, france étranger.,-rédaction, groupe.,-préparer organiser, niveau pérénité, obtenir niveau, organiser effectuer, planning auditeur, points positif, positif sont:,-autonomie, prestation véhicule, projet.,le points, quotidien:,-elaboration planning, rapport audit.,effectuer, relation client, sont:,-autonomie gestion, travail quotidien:,-elaboration, usines groupe.,-préparer, véhicule projet.,le, étranger.,-rédaction diffusion, auditeur qualité, pérénité qualité, qualité conforme, qualité usines, audit prestation, audit.,effectuer audit, client fournisseur, effectuer audit, fournisseur assembleur, fournisseur assembleurs.,-gestion, fournisseur obtenir, gestion audit, audit fournisseur, travail, quotidien:,-elaboration, planning, auditeur, qualité, usines, groupe.,-préparer, organiser, effectuer, audit, fournisseur, assembleur, france, étranger.,-rédaction, diffusion, rapport, audit.,effectuer, audit, prestation, véhicule, projet.,le, points, positif, sont:,-autonomie, gestion, audit, fournisseur, assembleurs.,-gestion, relation, client, fournisseur, obtenir, niveau, pérénité, qualité, conforme, standard]"
11170,Chhargé développement,)Vélizy-villacoublay (,,PSA Peugeot Citroën,,,24 mai 2013,"En tant que techinicien, l'évolution en interne n'est pas facile. Cependant le travail de chargé développement est très intéressant par les différentes tâches à réaliser.,Le plus difficile dans le poste est de trouvé des compromis avec les autres métiers afin de faire avancer au mieux le projet.,Le plus agréable ce sont les échanges avec les métiers et la façon dont on traite les sujets difficiles, les contacts avec les fournisseurs.",,,,fr,"[agréable échange, avancer projet.,le, chargé développement, compromi autre, contact fournisseur, différent tâche, dont traiter, développement intéresser, faire avancer, façon dont, intern travail, intéresser différent, projet.,le agréable, techinicien évolution, traiter sujet, travail chargé, trouvé compromi, tâche réaliser.,le, évolution intern, autre métier, difficile contact, difficile trouvé, métier faire, métier façon, réaliser.,le difficile, sujet difficile, échange métier, techinicien, évolution, intern, travail, chargé, développement, intéresser, différent, tâche, réaliser.,le, difficile, trouvé, compromi, autre, métier, faire, avancer, projet.,le, agréable, échange, métier, façon, dont, traiter, sujet, difficile, contact, fournisseur]"
11172,technicien de maintenance industriel,Mulhouse,,PSA Peugeot Citroën,,,1 avril 2013,"une journée de travail typique : missions accomplies, bon déroulement de la mission, problèmes résolues, pannes trouvées.,Les opportunités de développement : Devenir cadre,Le management: très bonne entente avec les collègues et une bonne relation avec les clients,l'aspect difficile de votre poste: manques possible de pièces de rechange en cas de pannes.,l'aspect agréable de votre poste: l'organisation et la bonne ambiance entre collaborateurs",,,,fr,"[agréable organisation, ambiance collaborateur, cas pannes.,l, devenir cadre,le, difficile manque, développement devenir, entente collègue, journée travail, manque possible, opportunité développement, pan trouvées.,le, pièce rechange, possible pièce, problème résoluer, rechange cas, relation clients,l, résoluer pan, travail typique, trouvées.,le opportunité, aspect agréable, aspect difficile, clients,l aspect, mission accomplier, mission problème, pannes.,l aspect, typique mission, accomplier bon, bon ambiance, bon entente, bon relation, cadre,le bon, collègue bon, organisation bon, bon mission, journée, travail, typique, mission, accomplier, bon, mission, problème, résoluer, pan, trouvées.,le, opportunité, développement, devenir, cadre,le, bon, entente, collègue, bon, relation, clients,l, aspect, difficile, manque, possible, pièce, rechange, cas, pannes.,l, aspect, agréable, organisation, bon, ambiance, collaborateur]"
11173,agent de production,sausheim,,PSA Peugeot Citroën,,,19 mars 2013,"tres bonne entreprise bonne relation entre chef et agent de montage,bonne formation au travail,bonne information",,,,fr,"[agent montage,bonne, chef agent, formation travail,bonne, montage,bonne formation, relation chef, travail,bonne information, bon entreprise, bon relation, entreprise bon, tre bon, tre, bon, entreprise, bon, relation, chef, agent, montage,bonne, formation, travail,bonne, information]"
11174,Agent de production,Mulhouse,,PSA Peugeot Citroën,,,19 février 2013,"Très bonne entreprise.,Management très bien,très bon équilibre entre vie professionnelle et personnelle,Une très grande sécurité au travail,Les moyens de locomotion mis en place",,,,fr,"[grand sécurité, locomotion mettre, mettre place, moyens locomotion, personnelle,une grand, professionnel personnelle,une, sécurité travail,le, travail,le moyens, vie professionnel, équilibre vie, bien,trè bon, bon bien,trè, bon équilibre, bon, bien,trè, bon, équilibre, vie, professionnel, personnelle,une, grand, sécurité, travail,le, moyens, locomotion, mettre, place]"
11175,Agent de production,poissy,,PSA Peugeot Citroën,,,14 février 2013,il y a un très bonne esprit d'équipe dans l'entreprise. Les horaires sont très pratique,,,,fr,"[bon esprit, entreprise horaire, esprit équipe, horaire pratique, équipe entreprise, bon, esprit, équipe, entreprise, horaire, pratique]"
11176,Pilote securisation Direction des Achats PSA,Poissy (78),,PSA Peugeot Citroën,,,4 février 2013,"Poste consistant à valider le panel fnrs en tenant compte de la pérénnité des entreprises.,Organisation des task force.,Autonome.,L'aspect le plus contraignant réside dans les pics des crises que nous rencontrons . La stratégie et l'adéquation des le gestion de crise reste trés formateur et captivante",,,,fr,"[adéquation gestion, aspect contraindre, compte pérénnité, consister valider, contraindre résider, entreprises.,organisation task, fnr tenir, force.,autonome.,l aspect, formateur captivant, panel fnr, pérénnité entreprises.,organisation, rencontrer stratégie, rester tré, résider pic, stratégie adéquation, task force.,autonome.,l, tenir compte, tré formateur, valider panel, crise rencontrer, crise rester, gestion crise, pic crise, consister, valider, panel, fnr, tenir, compte, pérénnité, entreprises.,organisation, task, force.,autonome.,l, aspect, contraindre, résider, pic, crise, rencontrer, stratégie, adéquation, gestion, crise, rester, tré, formateur, captivant]"
11177,Projets fonctionnels et systèmes d'information,Slovaquie et France (Poissy),,PSA Peugeot Citroën,,,26 janvier 2013,"Passion du produit, grand professionnalisme, voici pour moi ce que je retiens de mon entreprise. Mon expérience a été riche au niveau métier et gestion de projets dans le domaine gestion finance, en France et à l'international.,De mon expérience usine, j'ai retenu que des grandes perspectives de productivité et d'amélioration s'offrent aux fonctions office par la mise en oeuvre de techniques issues du manufacturing lean. C'est ma conviction et mon combat de chaque jour.",,,,fr,"[amélioration offrir, combat jour, conviction combat, finance france, fonction office, france international.,de, issue manufacturing, lean mum, manufacturing lean, mise oeuvre, mum conviction, niveau métier, oeuvre technique, office mise, offrir fonction, passion produit, perspectif productivité, productivité amélioration, projet domaine, riche niveau, technique issue, domaine gestion, entreprise expérience, expérience riche, expérience usine, gestion finance, gestion projet, grand perspectif, grand professionnalisme, international.,de expérience, métier gestion, produit grand, professionnalisme retenir, retenir entreprise, usine retenir, retenir grand, passion, produit, grand, professionnalisme, retenir, entreprise, expérience, riche, niveau, métier, gestion, projet, domaine, gestion, finance, france, international.,de, expérience, usine, retenir, grand, perspectif, productivité, amélioration, offrir, fonction, office, mise, oeuvre, technique, issue, manufacturing, lean, mum, conviction, combat, jour]"
11178,Assistant chef de projet,Vélizy,,PSA Peugeot Citroën,,,16 janvier 2013,"Très bien pour l'apprentissage.,De nombreux sujets sont abordés, il n'y a pas de journée type, l'entreprise permet de monter en compétences tant sur le plan technique que fonctionnel.",,,,fr,"[abordé journée, apprentissage.,de nombreux, compétence plan, entreprise permettre, journée type, monter compétence, nombreux sujet, permettre monter, plan technique, sujet abordé, technique fonctionnel, type entreprise, apprentissage.,de, nombreux, sujet, abordé, journée, type, entreprise, permettre, monter, compétence, plan, technique, fonctionnel]"
11179,Responsable d'unité,sochaux,,PSA Peugeot Citroën,,,9 janvier 2013,"Un poste très intéressant et complet sur le plan managérial.,La gestion du personnel, gestion qualité, sécurité, beaucoup d'opprotunité d'évolution.",,,,fr,"[complet plan, intéresser complet, opprotunité évolution, plan managérial.,la, qualité sécurité, sécurité opprotunité, gestion personnel, gestion qualité, managérial.,la gestion, personnel gestion, intéresser, complet, plan, managérial.,la, gestion, personnel, gestion, qualité, sécurité, opprotunité, évolution]"
11180,Maitrise,Rennes 35,,PSA Peugeot Citroën,,,19 décembre 2012,"Pendant 35 années dans l'entreprise,, j'ai pu progresser et,m'épanouir . A chaque poste nouveau c'est une nouvelle aventure,d'autre connaissances enrichissantes et plus movitantes .",,,,fr,"[35 année, année entreprise, autre connaissance, aventure,d autre, connaissance enrichissant, enrichissant movitant, entreprise pouvoir, et,m épanouir, nouveau nouvel, nouvel aventure,d, pouvoir progresser, progresser et,m, épanouir nouveau, 35, année, entreprise, pouvoir, progresser, et,m, épanouir, nouveau, nouvel, aventure,d, autre, connaissance, enrichissant, movitant]"
11181,Stagiaire en prévention des risques chimiques,Poissy FRANCE,,PSA Peugeot Citroën,,,18 décembre 2012,"1- mise à jour informatique des produits chimiques du site; Faire des audits internes et sensibiliser les salariés des risques liés à la manipulation des produits chimiques et s'assurer qu'ils portent les équipements de protections individuelles. Formation de 2 heures sur les risques chimiques par semaine aux salariés du site. Présence aux réunions CHSCT; atteindre les objectifs fixés.,2- peu d'opportunité d'évolution et peu de poste à pourvoir chez PSA Peugeot-Citroën (secteur en crise),3- Management essentiel pour coordonner, convaincre et s'assurer du bon fonctionnement de ses directives.,4- collaborateurs ayant un bon esprit d'équipe et bonne transmission de leurs savoirs faire.,5- Convaincre les salariés de notre démarche dans le but de diminuer les cas d'acidents de travail. La mise à jour du Système de Management de la Santé et Sécurité au Travail (MSST) est complexe et fastidieux,6- La communication avec les différents corps de métiers, les formations sécurité dans lesquelles je véhicule un message que je souhaite être pris en considération par mon auditoire. Etre acteur de l'amélioration continue des conditions de travail et de la diminution des accidents de travail. Gérer son temps et être autonome.",,,,fr,"[1 miser, 2 heure, acteur amélioration, amélioration continuer, atteindre objectif, audit interne, auditoire acteur, cas acident, chsct atteindre, communication différent, complexe fastidieux,6, considération auditoire, continuer condition, corps métier, crise),3 essentiel, différent corps, diminuer cas, diminution accident, directives.,4 collaborateur, démarche diminuer, esprit équipe, essentiel coordonner, faire audit, fastidieux,6 communication, fixés.,2 opportunité, gérer temps, interne sensibiliser, lesquelle véhicule, liére manipulation, message souhaiter, msst complexe, objectif fixés.,2, opportunité évolution, peugeot-citroën secteur, porter équipement, pourvoir peugeot-citroën, prendre considération, protection individuel, présence réunion, réunion chsct, savoir faire.,5, secteur crise),3, souhaiter prendre, système santé, temps autonome, transmission savoir, véhicule message, équipement protection, évolution pourvoir, assurer porter, coordonner convaincre, faire.,5 convaincre, formation 2, heure risque, individuel formation, informatique produit, jour informatique, jour système, manipulation produit, mise jour, miser jour, métier formation, risque liére, santé sécurité, site faire, site présence, sécurité lesquelle, bon directives.,4, bon esprit, bon transmission, chimique semaine, collaborateur bon, produit chimique, salarié démarche, semaine salarié, sensibiliser salarié, équipe bon, accident travail, acident travail, condition travail, convaincre assurer, formation sécurité, travail diminution, travail gérer, travail mise, travail msst, assurer bon, chimique assurer, chimique site, convaincre salarié, risque chimique, salarié risque, salarié site, sécurité travail, 1, miser, jour, informatique, produit, chimique, ...]"
11182,Responsable SOD* Véhicule,Vélizy (78),,PSA Peugeot Citroën,,,26 novembre 2012,"Le SOD est le référentiel de conception Véhicule. Il m'offre donc la possibilité de piloter les équipes référentiel planning de l'Europe, de la Chine et de l'Amérique Latine. Le SOD étant particulièrement stratégique, je suis également amené à être proche des décideurs et à proposer des solutions applicables au niveau mondial. Plus récemment, j'ai participé aux échanges avec General Motors.",,,,fr,"[amener décideur, amérique latin, applicable niveau, chine amérique, conception véhicule, décideur proposer, europe chine, general motor, mondial participer, niveau mondial, offre possibilité, participer échange, piloter équipe, planning europe, possibilité piloter, proposer solution, solution applicable, stratégique suivre, suivre amener, véhicule offre, échange general, latin sod, référentiel conception, référentiel planning, sod stratégique, équipe référentiel, sod référentiel, sod, référentiel, conception, véhicule, offre, possibilité, piloter, équipe, référentiel, planning, europe, chine, amérique, latin, sod, stratégique, suivre, amener, décideur, proposer, solution, applicable, niveau, mondial, participer, échange, general, motor]"
11183,agent de fabrication,sochaux,,PSA Peugeot Citroën,,,12 octobre 2012,travail peu attirant et très (trop) répétitif. Permet néanmoins de gagner de l'argent pour vivre avant de trouver mieux.,,,,fr,"[argent vivre, attirer répétitif, gagner argent, permettre gagner, répétitif permettre, travail attirer, vivre trouver, travail, attirer, répétitif, permettre, gagner, argent, vivre, trouver]"
11184,cariste caces 2,poissy,,PSA Peugeot Citroën,,,10 octobre 2012,verification des chariots chargement des produits .. faire en sorte que la chaine ne coule pas donc avoir un certain rythme pour que toute l'équipe soit performante... les encadrants étaient attentifs et expliquaient bien les consignent...,,,,fr,"[attentif expliquer, chaine couler, chariot produit, couler rythme, encadrant attentif, expliquer consigner, faire sorte, produit faire, rythme équipe, sorte chaine, verification chariot, équipe performant, ... encadrant, consigner ..., performant ..., verification, chariot, produit, faire, sorte, chaine, couler, rythme, équipe, performant, ..., encadrant, attentif, expliquer, consigner, ...]"
11186,Apprenti ingénieur calcul en simulaton numérique,Vélizy-Villacoublay (78),,PSA Peugeot Citroën,,,27 août 2012,"Journée de travail typique :,9h00 - Arrivée,9h00/13h00 - Travail sur mes projets,13h00/14h00 - Repas,14h00/17h00 - Réunions ou Travail sur mes projets,Des formations sont proposées en internes, bien que peu nombreuses à cause des répercussions liées à la crise.,Le management projet constitue une part importante de l'activité d'un ingénieur de cette entreprise.,Les collaborateurs sont les différents membres du groupe (interne, externe et international).,L'aspect le plus difficile du poste est la nécessite de savoir concevoir à partir de notions complexes en mathématiques et en mécanique.,L'aspect le plus agréable de ce poste est la découverte de nombreux nouveaux phénomènes.",,,,fr,"[9h00 arrivée,9h00, activité ingénieur, agréable découverte, cause répercussion, collaborateur différent, complexe mathématique, concevoir partir, constituer part, crise.,le projet, difficile nécessiter, différent membre, entreprise.,le collaborateur, extern international).,l, formation proposéer, important activité, ingénieur entreprise.,le, intern extern, liéer crise.,le, mathématique mécanique.,l, membre intern, notion complexe, nouveau phénomène, nécessiter savoir, part important, partir notion, projet constituer, projets,13h00 repas,14h00, projets,de formation, proposéer interne, repas,14h00 réunion, répercussion liéer, savoir concevoir, typique 9h00, aspect agréable, aspect difficile, découverte nombreux, international).,l aspect, interne nombreux, mécanique.,l aspect, nombreux cause, nombreux nouveau, arrivée,9h00 travail, journée travail, réunion travail, travail projets,13h00, travail projets,de, travail typique, journée, travail, typique, 9h00, arrivée,9h00, travail, projets,13h00, repas,14h00, réunion, travail, projets,de, formation, proposéer, interne, nombreux, cause, répercussion, liéer, crise.,le, projet, constituer, part, important, activité, ingénieur, entreprise.,le, collaborateur, différent, membre, intern, extern, international).,l, aspect, difficile, nécessiter, savoir, concevoir, partir, notion, complexe, mathématique, mécanique.,l, aspect, agréable, découverte, nombreux, nouveau, phénomène]"
11187,Assistante Gestionnaire de Paie,POISSY,,PSA Peugeot Citroën,,,12 août 2012,Cadre de travail et ambiance agréable durant cette année d'apprentissage.,,,,fr,"[agréable durer, ambiance agréable, année apprentissage, cadre travail, durer année, travail ambiance, cadre, travail, ambiance, agréable, durer, année, apprentissage]"
11188,operateur polyvalent,93400 saint ouen,,PSA Peugeot Citroën,,,26 juillet 2012,"Contrat interimaire de 1ans travail en equpe de nuit les conditions de traval n'etai pas trop desagreable a part le bruit des machines et les gestes repetitifs a produire en bout de ligne automatiser.,Adaptation avec les equipes titulaire tres agreable ainsi que le travail,J'en est tirer une tres bonne experience sii il y avait un poste en cdi a pourvoir je l'aurai signer de suite",,,,fr,"[1an travail, agreable travail,j, automatiser.,adaptation equipe, bon experience, bout ligne, bruit machines, cdi pourvoir, condition traval, contrat interimaire, desagreable part, equipe titulaire, equpe nuit, eter desagreable, experience sii, geste repetitif, interimaire 1an, ligne automatiser.,adaptation, machines geste, nuit condition, part bruit, pourvoir signer, produire bout, repetitif produire, signer suite, sii cdi, travail equpe, travail,j tirer, traval eter, tirer tre, titulaire tre, tre agreable, tre bon, contrat, interimaire, 1an, travail, equpe, nuit, condition, traval, eter, desagreable, part, bruit, machines, geste, repetitif, produire, bout, ligne, automatiser.,adaptation, equipe, titulaire, tre, agreable, travail,j, tirer, tre, bon, experience, sii, cdi, pourvoir, signer, suite]"
11189,Apprenti Technicien supérieur de laboratoire,Mulhouse,,PSA Peugeot Citroën,,,4 juillet 2012,"Un encadrement et un environnement idéale pour les apprentis.,Très bon liens avec les collaborateurs,Des responsables impliqués dans le travail des employés,La sécurité au travail est une de leur plus grande priorité.",,,,fr,"[apprentis.,trè bon, bon lien, collaborateurs,de responsable, employés,la sécurité, grand priorité, idéal apprentis.,trè, lien collaborateurs,de, responsable impliquére, impliquére travail, sécurité travail, travail employés,la, travail grand, idéal, apprentis.,trè, bon, lien, collaborateurs,de, responsable, impliquére, travail, employés,la, sécurité, travail, grand, priorité]"
11190,AGENT DES SERVICES,RENNES,,PSA Peugeot Citroën,,,3 juillet 2012,"Multiples fonctions au sein de MSTG VB,(peintre, vitrier, mécanicien, maçon, serrurier),Moniteur Voies et bâtiments,Organisation du travail,Gestion des commandes VB,Opérateur polyvalent cariste logistique",,,,fr,"[bâtiments,organisation travail,gestion, cariste logistique, commande vb,opérateur, fonction sein, maçon serrurier),moniteur, mstg vb,(peintre, multiple fonction, mécanicien maçon, polyvaler cariste, sein mstg, serrurier),moniteur voies, travail,gestion commande, vb,(peintre vitrier, vb,opérateur polyvaler, vitrier mécanicien, voies bâtiments,organisation, multiple, fonction, sein, mstg, vb,(peintre, vitrier, mécanicien, maçon, serrurier),moniteur, voies, bâtiments,organisation, travail,gestion, commande, vb,opérateur, polyvaler, cariste, logistique]"
11191,Apprentie technicien,Paris,,PSA Peugeot Citroën,,,24 juin 2012,"C'est une très bonne entreprise pour apprendre.,On y devient vite autonome. Malgré la conjoncture actuelle, l'environnement aurait surement été moins bon ailleur.",,,,fr,"[apprendre.,on devenir, autonome conjoncture, conjoncture actuel, devenir autonome, entreprise apprendre.,on, actuel bon, bon ailleur, bon entreprise, bon, entreprise, apprendre.,on, devenir, autonome, conjoncture, actuel, bon, ailleur]"
11193,Technicien Méthode Chargé d'affaire,Vélizy-Villacoublay,,PSA Peugeot Citroën,,,16 juin 2012,PSA Peugeot citroen est un groupe avec beaucoup d’opportunités.,,,,fr,"[citroen opportunité, citroen, opportunité]"
11194,opératrice polyvalente,Poissy,,PSA Peugeot Citroën,,,14 juin 2012,"Travail en 3:8,L'avantage de travail en nuit pour rester en famille en journée et les primes de nuit sont avantageux.,Mais les postes demande un travail très physique qui est très dur sur certains postes.Car c'est un métier d'homme ou les femmes sont peu nombreuses.,Par rapport à mon handicap ce qui ne m'a pas empêcher de former certains intérimaires et de remplacée les régleurs.",,,,fr,"[3:8,l avantage, avantageux.,mai postes, empêcher former, famille journée, femme nombreuses.,par, former intérimaire, handicap empêcher, homme femme, intérimaire remplacée, journée prime, métier homme, nombreuses.,par rapport, physique postes.car, postes demander, postes.car métier, rapport handicap, remplacée régleur, rester famille, nuit avantageux.,mai, nuit rester, prime nuit, avantage travail, demander travail, travail 3:8,l, travail physique, travail nuit, travail, 3:8,l, avantage, travail, nuit, rester, famille, journée, prime, nuit, avantageux.,mai, postes, demander, travail, physique, postes.car, métier, homme, femme, nombreuses.,par, rapport, handicap, empêcher, former, intérimaire, remplacée, régleur]"
11195,Assistante de gestion du personnel,VALENCIENNES,,PSA Peugeot Citroën,,,13 juin 2012,"Mon poste était vraiment intéressant par ses tâches diverses et variées. J'ai appris un nouveau métier qui m'a apporté beaucoup d'expérience dans les relations humaines, la gestion et l'organisation.",,,,fr,"[apporter expérience, apprendre nouveau, diverse variéer, expérience relations, gestion organisation, humain gestion, intéresser tâche, métier apporter, nouveau métier, relations humain, tâche diverse, variéer apprendre, intéresser, tâche, diverse, variéer, apprendre, nouveau, métier, apporter, expérience, relations, humain, gestion, organisation]"
11196,technicien d'atelier,valenciennes,,PSA Peugeot Citroën,,,7 juin 2012,Entreprise ayant une activitée en dent de scie importante suivant le marché automobile.,,,,fr,"[activitée dent, dent scie, entreprise activitée, important suivre, marché automobile, scie important, suivre marché, entreprise, activitée, dent, scie, important, suivre, marché, automobile]"
11197,Agent polyvalent de fabrication,Mulhouse,,PSA Peugeot Citroën,,,1 juin 2012,Une journée en usine comme les autres avec ses avantages et ses inconvénients.,,,,fr,"[autres avantages, avantages inconvénient, journée usine, usine autres, journée, usine, autres, avantages, inconvénient]"
11198,controleur qualité,mulhouse,,PSA Peugeot Citroën,,,23 mai 2012,"- controlez et verifiez le véhicule terminé,- agent de fabrication puis moniteur puis Responsable d'unité,- la concentration tout au long de la tournée de travail,- la rotation des postes",,,,fr,"[agent fabrication, concentration long, controlez verifiez, fabrication moniteur, long tournée, moniteur responsable, responsable unité, rotation postes, terminer agent, tournée travail, travail rotation, unité concentration, verifiez véhicule, véhicule terminer, controlez, verifiez, véhicule, terminer, agent, fabrication, moniteur, responsable, unité, concentration, long, tournée, travail, rotation, postes]"
11201,Stage ouvrier secteur Supply Chain,Coventry,,PSA Peugeot Citroën,,,3 juin 2016,"Stage à Coventry enrichissant, avec des opérateurs accueillants et une hiérarchie très à l'écoute.",,,,fr,"[accueillant hiérarchie, coventry enrichissant, enrichissant opérateur, hiérarchie écouter, opérateur accueillant, stage coventry, stage, coventry, enrichissant, opérateur, accueillant, hiérarchie, écouter]"
11222,Gestionnaire de trésorerie,Pari grande armée,,PSA Peugeot Citroën,,,12 janvier 2016,"le travail journalier consistait à assurer les besoins de trésorerie, mettre en place des prêts emprunts lorsqu'il y en avait. et mettre a jour le reporting en fin de journée.,L'environnement de travail est agréable et convivial, l'accès à l'information est assez rapide et il y a une bonne entraide.,étant donné que c'est un poste de trésorier, il y avait des cut off a respecter, il arrivait parfois que l'on devait travailler dans l'urgence suite à des retards et problèmes de demande de trésorerie ce qui mettait une petite touche d'adrénaline.",,,,fr,"[accès information, agréable convivial, arriver devoir, assurer besoin, bon entraide.,étant, consister assurer, convivial accès, cut respecter, devoir travailler, donner trésorier, entraide.,étant donner, fin journée.,l, information rapide, jour reporting, journalier consister, petit toucher, place prêt, problème demander, prêt emprunt, rapide bon, reporting fin, respecter arriver, retard problème, suite retard, toucher adrénaline, travailler urgence, trésorier cut, urgence suite, besoin trésorerie, demander trésorerie, journée.,l travail, travail agréable, travail journalier, emprunt mettre, mettre jour, mettre petit, mettre place, trésorerie mettre, travail, journalier, consister, assurer, besoin, trésorerie, mettre, place, prêt, emprunt, mettre, jour, reporting, fin, journée.,l, travail, agréable, convivial, accès, information, rapide, bon, entraide.,étant, donner, trésorier, cut, respecter, arriver, devoir, travailler, urgence, suite, retard, problème, demander, trésorerie, mettre, petit, toucher, adrénaline]"
11250,Manager Qualité Organe et Liaison au Sol,"上海市, C23",,PSA Peugeot Citroën,,,9 septembre 2015,"Non efficace, pas assez local,Mauvaise relation avec les JVs",,,,fr,"[efficace local,mauvaise, local,mauvaise relation, relation jv, efficace, local,mauvaise, relation, jv]"
11265,Zone Manager Pièces de Rechange Citroën Belux,Braine l'Alleud,,PSA Peugeot Citroën,,,20 avril 2015,"Au début, sous la bannière Peugeot, régnait une véritable ambiance positive, une Culture d'entreprise, un climat porteur.,Ensuite, en réalisant la jonction avec Citroën, tout s'est dégradé et l'on sentait venir la fin. Résultat, 50 % du personnel a été licencié.,Une ambiance détestable s'est installée, créant de réelles tensions au sein des équipes au lieu de créer la synergie attendue.",,,,fr,"[% personnel, 50 %, bannier régner, climat porteur.,ensuite, culture entreprise, début bannier, dégrader sentir, détestable installéer, entreprise climat, fin résultat, jonction dégrader, personnel licencié.,une, porteur.,ensuite réaliser, positif culture, réaliser jonction, réel tension, régner véritable, résultat 50, sein équipe, sentir venir, synergie attenduer, tension sein, venir fin, équipe lieu, ambiance détestable, ambiance positif, créer réel, créer synergie, installéer créer, licencié.,une ambiance, lieu créer, véritable ambiance, début, bannier, régner, véritable, ambiance, positif, culture, entreprise, climat, porteur.,ensuite, réaliser, jonction, dégrader, sentir, venir, fin, résultat, 50, %, personnel, licencié.,une, ambiance, détestable, installéer, créer, réel, tension, sein, équipe, lieu, créer, synergie, attenduer]"
11288,Student Job,Braine l'alleud,,PSA Peugeot Citroën,,,5 janvier 2015,"Une journée typique était une journée très variée.,Celle-ci nécessitait à la fois de gérer le recrutement, les formations, l'accueil des nouveaux salariés et préparer des réunions stratégiques ainsi que plusieurs sortes de dossiers.,Le management était assez désorganisé car manque d'effectifs.,Les collaborateurs avec lesquels je travaillais étaient tous cadres de direction (4 DRH) mais également l'équipe RH (plus poussée vers le payroll).,L'aspect le plus difficile du poste? la désorganisation liée à mon N+1,L'aspect le plus facile? Je ne sais pas trop duquel il s'agit, car tous les aspects de ce travail m'ont permis de me rendre compte que c'est vraiment dans la gestion des ressources humaines que je souhaite travailler...",,,,fr,"[4 drh, accueil nouveau, cadres direction, collaborateur lesquel, compte gestion, difficile désorganisation, direction 4, dossiers.,le désorganisé, drh équipe, désorganisation liéer, désorganisé manquer, effectifs.,le collaborateur, fois gérer, formation accueil, gestion ressources, gérer formation, humain souhaiter, liéer n+1,l, manquer effectifs.,le, nouveau salarié, nécessiter fois, permettre rendre, pousséer payroll).,l, préparer réunion, rendre compte, ressources humain, rh pousséer, réunion stratégique, salarié préparer, savoir agir, sortes dossiers.,le, stratégique sortes, travail permettre, variée.,celle-ci nécessiter, équipe rh, journée typique, journée variée.,celle-ci, lesquel travailler, souhaiter travailler, travailler ..., travailler cadres, typique journée, agir aspect, aspect difficile, aspect savoir, aspect travail, n+1,l aspect, payroll).,l aspect, journée, typique, journée, variée.,celle-ci, nécessiter, fois, gérer, formation, accueil, nouveau, salarié, préparer, réunion, stratégique, sortes, dossiers.,le, désorganisé, manquer, effectifs.,le, collaborateur, lesquel, travailler, cadres, direction, 4, drh, équipe, rh, pousséer, payroll).,l, aspect, difficile, désorganisation, liéer, n+1,l, aspect, savoir, agir, aspect, travail, permettre, rendre, compte, gestion, ressources, humain, souhaiter, travailler, ...]"
11398,Responsable Industriel en Chine,Chine à WUHAN,,PSA Peugeot Citroën,,,3 février 2014,"Mon expérience de 24 ans chez PSA a été très positive. J'y ai appris la gestion de gros projets industriels, mais aussi la Supply Chain, et enfin le management des hommes.,Cette entreprise m'a permis de réaliser ma passion : construire et avoir des challenges ambitieux",,,,fr,"[24 positif, apprendre gestion, chain hommes.,cette, challenge ambitieux, construire challenge, entreprise permettre, expérience 24, gestion gro, gro projet, hommes.,cette entreprise, industriel supply, mum passion, passion construire, permettre réaliser, positif apprendre, projet industriel, réaliser mum, supply chain, expérience, 24, positif, apprendre, gestion, gro, projet, industriel, supply, chain, hommes.,cette, entreprise, permettre, réaliser, mum, passion, construire, challenge, ambitieux]"
